System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
1/18/2023 3:22:34 PM   | Message | Attention: Some items in the PLC project contain special characters. | TIAParser.FormatName() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB HNT Fahrwagen Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Störerfassung.Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Störerfassung.Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Störerfassung.SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Kühlzone Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Zwischenzone Störerfassung.Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Zwischenzone Störerfassung.Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Zwischenzone Störerfassung.SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Zwischenzone Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Zwischenzone Allgemein.Luftsystem ein VentilatorBetriebsstunden" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Allgemein Störerfassung.Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Allgemein Störerfassung.Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Allgemein Störerfassung.SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Qualität  Allgemein.Daten von PC QS 1"IO# Errors"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Qualität  Allgemein.Daten von PC QS 2"IO# Errors"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Qualität Pneumatikschieber Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Qualität Pneumatikschieber Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Qualität Pneumatikschieber Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Arm Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Arm Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Arm Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Arm Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Trockner Transport Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Trockner Transport Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB HNT Fahrwagen Ausheber Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB HNT Fahrwagen Ausheber Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB HNT Fahrwagen Ausheber Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Kühlzone Transport Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Allgemein Störerfassung.Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Allgemein Störerfassung.Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Kühlzone Transport Allgemein Störerfassung.SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Auskippen Greifer Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Auskippen Greifer Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Auskippen Greifer Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Kippantrieb Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Kippantrieb Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Kippantrieb Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Palette Kippantrieb Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Fahr Befehlsausgabe.SI6 Positionierungsbausteinactual_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Fahr Befehlsausgabe.SI6 Positionierungsbausteinsetpoint_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Fahr Befehlsausgabe.SI6 PositionierungsbausteinBetriebsstundenzähler" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Fahr Befehlsausgabe.Wechsel fahren nach"Fahre nach Aufträge"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Fahr Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Fahr Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Fahr Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Fahr Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Palette Kippantrieb Befehlsausgabe.SI6 Positionierungsbausteinactual_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Palette Kippantrieb Befehlsausgabe.SI6 Positionierungsbausteinsetpoint_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Palette Kippantrieb Befehlsausgabe.SI6 PositionierungsbausteinBetriebsstundenzähler" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Palette Kippantrieb Befehlsausgabe.Wechsel fahren nach"Fahre nach Aufträge"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Arm Befehlsausgabe.SI6 Positionierungsbausteinactual_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Arm Befehlsausgabe.SI6 Positionierungsbausteinsetpoint_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Arm Befehlsausgabe.SI6 PositionierungsbausteinBetriebsstundenzähler" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Arm Befehlsausgabe.Wechsel fahren nach_Instance"Fahre nach Aufträge"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Drehen Befehlsausgabe.SI6 Positionierungsbausteinactual_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Drehen Befehlsausgabe.SI6 Positionierungsbausteinsetpoint_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Drehen Befehlsausgabe.SI6 PositionierungsbausteinBetriebsstundenzähler" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Drehen Befehlsausgabe.Wechsel fahren nach"Fahre nach Aufträge"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Drehen Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Drehen Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Drehen Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Drehen Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Hub Befehlsausgabe.SI6 Positionierungsbausteinactual_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Variant" of item "RFC_IDB Mani04 Hub Befehlsausgabe.SI6 Positionierungsbausteinsetpoint_values" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Hub Befehlsausgabe.SI6 PositionierungsbausteinBetriebsstundenzähler" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Hub Befehlsausgabe.Wechsel fahren nach"Fahre nach Aufträge"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Hub Störerfassung.IDB Sammelmeldung"Störungen ohne Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Hub Störerfassung.IDB Sammelmeldung"Störung Teilstart"" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Any" of item "RFC_IDB Mani04 Hub Störerfassung.IDB SammelmeldungBedienerführungen" is not supported! | TIAParser.CreateMemberInfo() | 
1/18/2023 3:22:34 PM   | Message | Datatype "S7_Pointer" of item "RFC_IDB Mani04 Hub Störerfassung.Stöber Umrichter Störungen"Anstehende Meldungen"" is not supported! | TIAParser.CreateMemberInfo() | 
